element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,playername,web_name,position
147,33,15,0,TRUE,2023-09-02T16:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,85,0,0,Kjell Scherpen,Scherpen,GKP
148,4,12,2,TRUE,2023-08-12T14:00:00Z,4,1,1,90,0,0,0,1,0,0,0,0,0,2,0,18,22.2,0.0,0.0,2.2,1,0.00,0.00,0.00,1.45,45,0,490913,0,0,Jason Steele,Steele,GKP
148,20,20,3,FALSE,2023-08-19T14:00:00Z,1,4,2,90,0,0,0,1,0,0,0,0,0,4,0,21,38.4,0.0,0.0,3.8,1,0.00,0.00,0.00,2.06,45,-9098,511977,19033,28131,Jason Steele,Steele,GKP
148,24,19,0,TRUE,2023-08-26T16:30:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-34587,487732,17782,52369,Jason Steele,Steele,GKP
148,33,15,0,TRUE,2023-09-02T16:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-59954,429654,4496,64450,Jason Steele,Steele,GKP
149,4,12,0,TRUE,2023-08-12T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,5831,0,0,Deniz Undav,Undav,FWD
149,20,20,0,FALSE,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-2490,3259,0,2490,Deniz Undav,Undav,FWD
149,24,19,0,TRUE,2023-08-26T16:30:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-816,2530,0,816,Deniz Undav,Undav,FWD
149,33,15,0,TRUE,2023-09-02T16:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-382,2168,0,382,Deniz Undav,Undav,FWD
150,4,12,2,TRUE,2023-08-12T14:00:00Z,4,1,1,90,0,0,0,1,0,0,0,0,0,0,0,19,32.2,0.5,17.0,5.0,1,0.02,0.00,0.02,1.45,40,0,81817,0,0,Jan Paul van Hecke,Van Hecke,DEF
150,20,20,0,FALSE,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,65024,197306,81291,16267,Jan Paul van Hecke,Van Hecke,DEF
150,24,19,0,TRUE,2023-08-26T16:30:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-10315,189032,23443,33758,Jan Paul van Hecke,Van Hecke,DEF
150,33,15,2,TRUE,2023-09-02T16:30:00Z,3,1,4,90,0,0,0,1,0,0,0,0,0,0,0,17,29.6,0.8,0.0,3.0,1,0.00,0.01,0.01,1.30,40,-15972,176023,8130,24102,Jan Paul van Hecke,Van Hecke,DEF
151,4,12,1,TRUE,2023-08-12T14:00:00Z,4,1,1,11,0,0,0,1,0,0,0,0,0,0,0,2,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,1.04,45,0,98555,0,0,Joël Veltman,Veltman,DEF
151,20,20,1,FALSE,2023-08-19T14:00:00Z,1,4,2,33,0,0,0,1,0,0,0,0,0,0,0,8,15.2,0.7,0.0,1.6,0,0.00,0.00,0.00,1.15,45,-11943,92602,2738,14681,Joël Veltman,Veltman,DEF
151,24,19,4,TRUE,2023-08-26T16:30:00Z,1,3,3,18,0,1,0,0,0,0,0,0,0,0,0,13,20.6,11.4,17.0,4.9,0,0.07,0.02,0.09,0.53,44,-16904,77502,3561,20465,Joël Veltman,Veltman,DEF
151,33,15,2,TRUE,2023-09-02T16:30:00Z,3,1,4,90,0,0,0,1,0,0,0,0,0,0,0,12,3.2,3.7,0.0,0.7,1,0.00,0.02,0.02,1.30,44,-4196,75482,4751,8947,Joël Veltman,Veltman,DEF
152,4,12,0,TRUE,2023-08-12T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,40882,0,0,Bart Verbruggen,Verbruggen,GKP
152,20,20,0,FALSE,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-6366,37954,374,6740,Bart Verbruggen,Verbruggen,GKP
152,24,19,2,TRUE,2023-08-26T16:30:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,4,0,16,30.0,0.0,0.0,3.0,1,0.00,0.00,0.00,3.33,44,-5364,33810,567,5931,Bart Verbruggen,Verbruggen,GKP
152,33,15,2,TRUE,2023-09-02T16:30:00Z,3,1,4,90,0,0,0,1,0,0,0,0,0,2,0,17,18.2,0.0,0.0,1.8,1,0.00,0.00,0.00,1.30,44,-715,34289,1694,2409,Bart Verbruggen,Verbruggen,GKP
153,4,12,0,TRUE,2023-08-12T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,28853,0,0,Adam Webster,Webster,DEF
153,20,20,1,FALSE,2023-08-19T14:00:00Z,1,4,2,90,0,0,0,1,0,0,0,1,0,0,0,20,24.0,0.5,0.0,2.5,1,0.00,0.01,0.01,2.06,45,-7383,21587,154,7537,Adam Webster,Webster,DEF
153,24,19,1,TRUE,2023-08-26T16:30:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,0,0,14,16.6,6.6,0.0,2.3,1,0.00,0.05,0.05,3.33,44,2669,26060,5668,2999,Adam Webster,Webster,DEF
153,33,15,0,TRUE,2023-09-02T16:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1000,25615,1373,2373,Adam Webster,Webster,DEF
154,4,12,2,TRUE,2023-08-12T14:00:00Z,4,1,1,77,0,0,1,0,0,0,0,0,0,0,0,5,3.8,1.9,33.0,3.9,1,0.31,0.10,0.41,0.41,60,0,204885,0,0,Danny Welbeck,Welbeck,FWD
154,20,20,1,FALSE,2023-08-19T14:00:00Z,1,4,2,56,0,0,0,0,0,0,0,0,0,0,0,-3,3.0,15.1,19.0,3.7,1,0.17,0.04,0.21,0.91,60,-29757,194842,11160,40917,Danny Welbeck,Welbeck,FWD
154,24,19,1,TRUE,2023-08-26T16:30:00Z,1,3,3,59,0,0,0,2,0,0,0,0,0,0,0,3,5.4,24.8,10.0,4.0,1,0.04,0.19,0.23,2.18,59,-40190,160732,8773,48963,Danny Welbeck,Welbeck,FWD
154,33,15,0,TRUE,2023-09-02T16:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-34009,128990,2704,36713,Danny Welbeck,Welbeck,FWD
155,4,12,0,TRUE,2023-08-12T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,100072,0,0,Andi Zeqiri,Zeqiri,FWD
155,20,20,0,FALSE,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-6684,109374,9246,15930,Andi Zeqiri,Zeqiri,FWD
155,24,19,0,TRUE,2023-08-26T16:30:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-11799,101255,5676,17475,Andi Zeqiri,Zeqiri,FWD
155,33,15,0,TRUE,2023-09-02T16:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-6759,96907,3976,10735,Andi Zeqiri,Zeqiri,FWD
606,4,12,0,TRUE,2023-08-12T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,11676,0,0,Igor Julio dos Santos de Paulo,Igor,DEF
606,20,20,0,FALSE,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1783,12272,499,2282,Igor Julio dos Santos de Paulo,Igor,DEF
606,24,19,0,TRUE,2023-08-26T16:30:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1803,11076,498,2301,Igor Julio dos Santos de Paulo,Igor,DEF
606,33,15,0,TRUE,2023-09-02T16:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1040,10286,229,1269,Igor Julio dos Santos de Paulo,Igor,DEF
621,4,12,0,TRUE,2023-08-12T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,822,0,0,Jack Hinshelwood,Hinshelwood,MID
621,20,20,0,FALSE,2023-08-19T14:00:00Z,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-44,1235,127,171,Jack Hinshelwood,Hinshelwood,MID
621,24,19,0,TRUE,2023-08-26T16:30:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-128,1241,128,256,Jack Hinshelwood,Hinshelwood,MID
621,33,15,0,TRUE,2023-09-02T16:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-37,1330,137,174,Jack Hinshelwood,Hinshelwood,MID
690,33,15,0,TRUE,2023-09-02T16:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,167,236,181,14,Carlos Baleba,Baleba,MID
700,33,15,0,TRUE,2023-09-02T16:30:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,8041,9162,8428,387,Anssumane Fati Vieira,Ansu Fati,MID
156,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,16245,0,0,Enock Agyei,Agyei,MID
156,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2094,14677,481,2575,Enock Agyei,Agyei,MID
156,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1480,13473,469,1949,Enock Agyei,Agyei,MID
157,1,13,1,TRUE,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,12,20.2,0.6,2.0,2.3,1,0.00,0.01,0.01,2.21,40,0,41402,0,0,Ameen Al-Dakhil,Al-Dakhil,DEF
157,25,2,1,TRUE,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,0,0,11,9.0,10.4,2.0,2.1,1,0.00,0.18,0.18,2.51,40,4559,60613,11032,6473,Ameen Al-Dakhil,Al-Dakhil,DEF
157,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,90,0,0,0,5,0,0,0,0,0,0,0,6,0.0,1.3,8.0,0.9,1,0.09,0.01,0.10,2.27,40,163,62030,6700,6537,Ameen Al-Dakhil,Al-Dakhil,DEF
158,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,2773,0,0,Samuel Bastien,Bastien,MID
158,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-353,2663,69,422,Samuel Bastien,Bastien,MID
158,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-217,2513,46,263,Samuel Bastien,Bastien,MID
159,1,13,1,TRUE,2023-08-11T19:00:00Z,0,3,1,16,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,0.8,0.0,0.1,0,0.00,0.00,0.00,1.20,55,0,16856,0,0,Manuel Benson Hedilazio,Benson,MID
159,25,2,1,TRUE,2023-08-27T13:00:00Z,1,3,3,45,0,0,0,2,0,0,0,0,0,0,0,5,2.0,1.6,2.0,0.6,1,0.00,0.00,0.00,1.73,54,-2032,14066,328,2360,Manuel Benson Hedilazio,Benson,MID
159,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1741,12555,272,2013,Manuel Benson Hedilazio,Benson,MID
160,1,13,1,TRUE,2023-08-11T19:00:00Z,0,3,1,73,0,0,0,2,0,0,0,0,0,0,0,18,18.8,0.2,0.0,1.9,1,0.00,0.00,0.00,1.01,40,0,404404,0,0,Jordan Beyer,Beyer,DEF
160,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-12726,402789,17412,30138,Jordan Beyer,Beyer,DEF
160,34,18,-1,TRUE,2023-09-02T14:00:00Z,2,5,4,73,0,0,0,5,0,0,0,1,0,0,0,11,22.2,0.4,0.0,2.3,1,0.00,0.00,0.00,2.14,40,-65950,335461,1834,67784,Jordan Beyer,Beyer,DEF
161,1,13,1,TRUE,2023-08-11T19:00:00Z,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.0,0.0,0.1,0,0.00,0.00,0.00,0.12,50,0,26648,0,0,Josh Brownhill,Brownhill,MID
161,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-4066,19492,281,4347,Josh Brownhill,Brownhill,MID
161,34,18,5,TRUE,2023-09-02T14:00:00Z,2,5,4,45,1,0,0,3,0,0,0,1,0,0,0,18,33.6,23.9,22.0,8.0,0,0.19,0.17,0.36,1.21,49,-3578,16075,191,3769,Josh Brownhill,Brownhill,MID
162,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,3369,0,0,Darko Churlinov,Churlinov,MID
162,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-412,3118,78,490,Darko Churlinov,Churlinov,MID
162,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-354,2856,100,454,Darko Churlinov,Churlinov,MID
163,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,2736,0,0,Jack Cork,Cork,MID
163,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-341,2562,41,382,Jack Cork,Cork,MID
163,34,18,1,TRUE,2023-09-02T14:00:00Z,2,5,4,16,0,0,0,0,0,0,0,0,0,0,0,2,1.8,0.9,2.0,0.5,0,0.00,0.01,0.01,0.13,49,-251,2384,46,297,Jack Cork,Cork,MID
164,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,3268,0,0,Dara Costelloe,Costelloe,MID
164,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-860,2219,0,860,Dara Costelloe,Costelloe,MID
164,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-431,1797,0,431,Dara Costelloe,Costelloe,MID
165,1,13,2,TRUE,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,12,3.8,6.5,0.0,1.0,1,0.00,0.01,0.01,2.21,50,0,3884,0,0,Josh Cullen,Cullen,MID
165,25,2,1,TRUE,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,3,0,0,0,1,0,0,0,11,13.0,15.2,2.0,3.0,1,0.00,0.32,0.32,2.51,50,-499,6503,207,706,Josh Cullen,Cullen,MID
165,34,18,5,TRUE,2023-09-02T14:00:00Z,2,5,4,90,0,1,0,5,0,0,0,0,0,0,0,20,21.2,17.5,2.0,4.1,1,0.03,0.20,0.23,2.27,50,-380,6344,250,630,Josh Cullen,Cullen,MID
166,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,12585,0,0,CJ Egan-Riley,Egan-Riley,DEF
166,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-984,12353,174,1158,CJ Egan-Riley,Egan-Riley,DEF
166,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1021,11806,107,1128,CJ Egan-Riley,Egan-Riley,DEF
167,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,20573,0,0,Hjalmar Ekdal,Ekdal,DEF
167,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1505,19756,269,1774,Hjalmar Ekdal,Ekdal,DEF
167,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2345,17784,146,2491,Hjalmar Ekdal,Ekdal,DEF
168,1,13,2,TRUE,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,5,7.8,12.4,13.0,3.3,1,0.14,0.04,0.18,2.09,50,0,20128,0,0,Lyle Foster,Foster,FWD
168,25,2,7,TRUE,2023-08-27T13:00:00Z,1,3,3,80,1,0,0,3,0,0,0,0,0,0,1,23,34.0,2.2,21.0,5.7,1,0.13,0.00,0.13,2.49,50,-1880,29467,2542,4422,Lyle Foster,Foster,FWD
168,34,18,6,TRUE,2023-09-02T14:00:00Z,2,5,4,90,1,0,0,5,0,0,0,0,0,0,0,25,40.2,13.2,42.0,9.5,1,0.54,0.05,0.59,2.27,50,8353,41532,12259,3906,Lyle Foster,Foster,FWD
169,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,13985,0,0,Denis Franchi,Franchi,GKP
169,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-843,14286,269,1112,Denis Franchi,Franchi,GKP
169,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-914,13654,161,1075,Denis Franchi,Franchi,GKP
170,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,3995,0,0,Jóhann Berg Gudmundsson,Gudmundsson,MID
170,25,2,4,TRUE,2023-08-27T13:00:00Z,1,3,3,45,0,1,0,1,0,0,0,0,0,0,0,15,23.4,41.4,2.0,6.7,0,0.00,0.11,0.11,0.78,49,-546,3183,36,582,Jóhann Berg Gudmundsson,Gudmundsson,MID
170,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,45,0,0,0,2,0,0,0,1,0,0,0,2,7.0,14.9,4.0,2.6,1,0.00,0.09,0.09,1.06,49,322,3785,724,402,Jóhann Berg Gudmundsson,Gudmundsson,MID
171,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,2793,0,0,Luke McNally,McNally,DEF
171,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-279,1849,0,279,Luke McNally,McNally,DEF
171,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-179,1683,0,179,Luke McNally,McNally,DEF
172,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,24565,0,0,Arijanet Muric,Muric,GKP
172,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2104,21655,178,2282,Arijanet Muric,Muric,GKP
172,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1848,20201,165,2013,Arijanet Muric,Muric,GKP
173,1,13,1,TRUE,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,12,15.6,0.1,0.0,1.6,1,0.00,0.00,0.00,2.21,45,0,13663,0,0,Dara O'Shea,O'Shea,DEF
173,25,2,1,TRUE,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,0,0,19,35.4,15.3,0.0,5.1,1,0.00,0.02,0.02,2.51,45,-1232,19989,388,1620,Dara O'Shea,O'Shea,DEF
173,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,90,0,0,0,5,0,0,0,0,0,0,0,17,29.6,0.3,11.0,4.1,1,0.04,0.00,0.04,2.27,45,-422,20241,987,1409,Dara O'Shea,O'Shea,DEF
174,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,4956,0,0,Michael Obafemi,Obafemi,FWD
174,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-651,3161,76,727,Michael Obafemi,Obafemi,FWD
174,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-247,2997,180,427,Michael Obafemi,Obafemi,FWD
175,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,1931,0,0,Bailey Peacock-Farrell,Peacock-Farrell,GKP
175,25,2,0,TRUE,2023-08-27T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-122,1521,0,122,Bailey Peacock-Farrell,Peacock-Farrell,GKP
175,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-115,1415,0,115,Bailey Peacock-Farrell,Peacock-Farrell,GKP
176,1,13,1,TRUE,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,10,8.0,1.8,0.0,1.0,1,0.00,0.01,0.01,2.21,45,0,22396,0,0,Connor Roberts,Roberts,DEF
176,25,2,1,TRUE,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,0,0,15,19.8,10.5,0.0,3.0,1,0.00,0.12,0.12,2.51,45,-1871,26608,402,2273,Connor Roberts,Roberts,DEF
176,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,90,0,0,0,5,0,0,0,0,0,0,0,11,7.4,17.7,0.0,2.5,1,0.00,0.10,0.10,2.27,45,-1535,25674,695,2230,Connor Roberts,Roberts,DEF
177,1,13,0,TRUE,2023-08-11T19:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,23081,0,0,Jay Rodriguez,Rodriguez,FWD
177,25,2,1,TRUE,2023-08-27T13:00:00Z,1,3,3,9,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0.3,5.0,0.1,0,0.45,0.00,0.45,0.02,54,-2622,19436,1189,3811,Jay Rodriguez,Rodriguez,FWD
177,34,18,0,TRUE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1779,18363,636,2415,Jay Rodriguez,Rodriguez,FWD
